id,eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,gname,guncertain1,individual,weaptype1,weaptype1_txt,nkill,property,ishostkid,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY
172339,201702230003,2017,2,23,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,69.0,Religion Identified,Coptic Christian Civilian: Kamel Youssef,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,1.0,-9,0.0,START Primary Collection,0,0,0,0
172399,201702250004,2017,2,25,1,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,113.0,Alleged Informant,Suspected Informants,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,1.0,0,1.0,START Primary Collection,0,0,0,0
172434,201702260005,2017,2,26,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,68.0,Named Civilian,Civilian: Ahmad Hamid al-Sakadirah,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,1.0,0,1.0,START Primary Collection,0,0,0,0
172472,201702270002,2017,2,26,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,4,Hijacking,2,Government (General),18.0,"Government Personnel (excluding police, military)",Vehicle of Secretary,60.0,Egypt,Muslim extremists,0.0,0,5,Firearms,0.0,1,0.0,START Primary Collection,-9,-9,0,-9
172500,201702270058,2017,2,26,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,0.0,1,0,5,Hostage Taking (Barricade Incident),8,Educational Institution,48.0,Teacher/Professor/Instructor,Teachers,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,13,Unknown,0.0,0,1.0,START Primary Collection,0,0,0,0
172540,201702280047,2017,2,28,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,1,0,3,Bombing/Explosion,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
172576,201703010049,2017,3,1,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
172577,201703010050,2017,3,1,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rid,29.952739,33.763632,2.0,0,1,1,0,1.0,0.0,1,0,9,Unknown,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,13,Unknown,2.0,0,0.0,START Primary Collection,-9,-9,0,-9
172616,201703020032,2017,3,2,0,60,Egypt,10,Middle East & North Africa,Alexandria,Alexandria,30.934359999999998,29.694039,1.0,1,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,6,Airports & Aircraft,42.0,Aircraft (not at an airport),Airplane,209.0,Turkey,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,1,1
172666,201703040027,2017,3,4,0,60,Egypt,10,Middle East & North Africa,North Sinai,Husainat,31.253553999999998,34.231465,2.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,60.0,Egypt,Unknown,0.0,0,6,Explosives,2.0,0,0.0,START Primary Collection,-9,-9,0,-9
172681,201703050017,2017,3,5,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Charitable Hospital Checkpoint,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,-9,0.0,START Primary Collection,0,0,0,0
172682,201703050018,2017,3,5,1,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,,0,1.0,START Primary Collection,0,0,0,0
172718,201703060028,2017,3,6,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Officer: Reda Soliman,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,0,0,0,0
172777,201703080024,2017,3,8,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,1.0,1,0.0,START Primary Collection,0,0,0,0
172810,201703090007,2017,3,9,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,1,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Officers,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,3.0,0,0.0,START Primary Collection,0,0,0,0
172870,201703110016,2017,3,11,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,0,0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,0,0,0,0
172899,201703120024,2017,3,11,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,1,Business,7.0,Retail/Grocery/Bakery,Cigarette Kiosk,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,0.0,1,0.0,START Primary Collection,0,0,0,0
173049,201703170017,2017,3,17,0,60,Egypt,10,Middle East & North Africa,North Sinai,Unknown,31.052045,34.005281,4.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,20,Unknown,,,Unknown,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
173121,201703190030,2017,3,19,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.087940000000003,33.837488,1.0,1,1,1,0,1.0,0.0,1,0,9,Unknown,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Unknown,0.0,0,13,Unknown,2.0,0,0.0,START Primary Collection,-9,-9,0,-9
173140,201703200017,2017,3,20,0,60,Egypt,10,Middle East & North Africa,North Sinai,Unknown,30.5,33.6,4.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,Vehicle,60.0,Egypt,Unknown,0.0,0,6,Explosives,3.0,1,0.0,START Primary Collection,-9,-9,0,-9
173141,201703200018,2017,3,20,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
173158,201703200038,2017,3,20,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,76.0,House/Apartment/Residence,Residential Building,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
173193,201703220002,2017,3,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.099057000000002,33.812419,1.0,1,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,5.0,1,0.0,START Primary Collection,0,0,0,0
173226,201703220047,2017,3,24,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Officers,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,2.0,0,0.0,START Primary Collection,0,0,0,0
173234,201703230001,2017,3,22,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.099057000000002,33.812419,1.0,1,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,5.0,1,0.0,START Primary Collection,0,0,0,0
173271,201703240012,2017,3,24,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilians,60.0,Egypt,Unknown,0.0,0,6,Explosives,1.0,-9,0.0,START Primary Collection,-9,-9,0,-9
173308,201703250024,2017,3,25,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,1,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Vehicle,60.0,Egypt,Muslim extremists,1.0,0,6,Explosives,3.0,1,0.0,START Primary Collection,-9,-9,0,-9
173309,201703250025,2017,3,25,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,1,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,0,0,0,0
173321,201703250038,2017,3,25,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Building,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
173347,201703260040,2017,3,26,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,0,1.0,0.0,0,0,9,Unknown,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,13,Unknown,8.0,0,0.0,START Primary Collection,0,0,0,0
173363,201703270026,2017,3,27,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,0,1.0,0.0,1,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,0,0,0,0
173375,201703270043,2017,3,27,0,60,Egypt,10,Middle East & North Africa,Damietta,Basarta,31.329815000000004,31.700946000000002,2.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Officer: Masoud Abdallah al-Amir,60.0,Egypt,Hasam Movement,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,0,0,0,0
173445,201703290040,2017,3,29,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,20,Unknown,,,Unknown,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
173458,201703300004,2017,3,30,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,1,1,1,0,1.0,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Conscript: Mahmud Qarni al-Samman,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
173508,201704010006,2017,4,1,0,60,Egypt,10,Middle East & North Africa,Gharbia,Tanta,30.787678000000003,30.999529,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Training Center,60.0,Egypt,Revolution's Brigade,0.0,0,6,Explosives,2.0,0,0.0,START Primary Collection,0,0,0,0
173773,201704090001,2017,4,9,0,60,Egypt,10,Middle East & North Africa,Gharbia,Tanta,30.787678000000003,30.999529,1.0,0,1,1,1,0.0,1.0,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Church,60.0,Egypt,Islamic State in Egypt,0.0,0,6,Explosives,31.0,1,0.0,START Primary Collection,0,0,0,0
173774,201704090002,2017,4,9,0,60,Egypt,10,Middle East & North Africa,Alexandria,Alexandria,31.198290000000004,29.899403000000003,1.0,0,1,1,1,0.0,1.0,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Church,60.0,Egypt,Islamic State in Egypt,0.0,0,6,Explosives,19.0,1,0.0,START Primary Collection,0,0,0,0
173794,201704090029,2017,4,9,0,60,Egypt,10,Middle East & North Africa,Gharbia,Tanta,30.787678000000003,30.999529,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,20,Unknown,,,Unknown,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,-9,-9,0,-9
173819,201704100022,2017,4,10,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,0,0,2,Armed Assault,4,Military,36.0,Military Checkpoint,Checkpoint,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,7.0,0,0.0,START Primary Collection,0,0,0,0
173844,201704110032,2017,4,10,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.104073,33.81304,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,0,0,0,0
173850,201704120004,2017,4,11,0,60,Egypt,10,Middle East & North Africa,North Sinai,Unknown,31.0643,33.808595000000004,4.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Conscript: Muhammad 'Uthman al-Sayyid,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,0.0,0,0.0,START Primary Collection,0,0,0,0
173855,201704120014,2017,4,12,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,1,0,2,Armed Assault,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Conscript: Muhammad 'Abd-al-Karim,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
173859,201704120022,2017,4,12,1,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Tribe Chief: Hamdi Gouda,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,13,Unknown,,0,1.0,START Primary Collection,0,0,0,0
173860,201704120023,2017,4,12,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,68.0,Named Civilian,Garage of Member: Mohamed Sahmoud,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,8,Incendiary,0.0,1,0.0,START Primary Collection,0,0,0,0
173980,201704170059,2017,4,16,1,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,1.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Residence of Al-Tarrabin Tribe Members,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,,0,1.0,START Primary Collection,0,0,0,0
173981,201704170060,2017,4,16,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Vehicles of Al-Tarrabin Tribe Members,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,,1,0.0,START Primary Collection,0,0,0,0
173985,201704180002,2017,4,18,0,60,Egypt,10,Middle East & North Africa,South Sinai,St. Catherine,28.570697999999997,33.974544,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,0,0,0,0
174089,201704200022,2017,4,20,1,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Fawakhreya Tribe Member: Mohamed Sahmoud,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,0.0,0,1.0,START Primary Collection,0,0,0,0
174221,201704250001,2017,4,25,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,1,1,1,1,0.0,0.0,1,1,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Checkpoint of Tarabeen Tribe,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,5.0,-9,0.0,START Primary Collection,0,0,0,0
174304,201704280015,2017,4,28,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,1.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Tarabin Tribe Members,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,1.0,0,0.0,START Primary Collection,0,0,0,0
174305,201704280016,2017,4,28,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,1.0,1,0,9,Unknown,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Residence of Tribal Member,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,13,Unknown,5.0,-9,0.0,START Primary Collection,0,0,0,0
174366,201704300026,2017,4,30,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.106431,33.800421,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,24.0,Police Checkpoint,Checkpoint,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,0,0,0,0
174377,201705010009,2017,5,1,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Convoy,60.0,Egypt,Hasam Movement,0.0,0,5,Firearms,3.0,1,0.0,START Primary Collection,0,0,0,0
174383,201705010017,2017,5,1,1,60,Egypt,10,Middle East & North Africa,North Sinai,Yammit,31.279846000000003,34.168217,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,76.0,House/Apartment/Residence,House,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,9,Melee,4.0,0,1.0,START Primary Collection,0,0,0,0
174384,201705010018,2017,5,1,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,1,0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Officer,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,0,0.0,START Primary Collection,0,0,0,0
174385,201705010019,2017,5,1,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,0,1.0,0.0,1,0,9,Unknown,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Sniper,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,13,Unknown,1.0,0,0.0,START Primary Collection,0,0,0,0
174410,201705020015,2017,5,2,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,9,Food or Water Supply,52.0,Water Supply,Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
174492,201705060011,2017,5,6,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,69.0,Religion Identified,Christian Civilian: Nabil Saber Ayoub,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,0,0,0,0
174610,201705100034,2017,5,10,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,1,1,1,1,0.0,0.0,1,0,2,Armed Assault,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Checkpoint of Tarabin Bedouin Tribesmen,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,10.0,0,0.0,START Primary Collection,0,0,0,0
174690,201705130012,2017,5,13,0,60,Egypt,10,Middle East & North Africa,North Sinai,Gora,31.082872,34.146267,1.0,0,1,1,0,1.0,0.0,1,1,3,Bombing/Explosion,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Armored Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,2.0,1,0.0,START Primary Collection,0,0,0,0
174728,201705140008,2017,5,14,0,60,Egypt,10,Middle East & North Africa,North Sinai,Mahdiyah,31.173071000000004,34.219944,1.0,0,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,30.0,Military Weaponry,M60 Tank,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
174729,201705140009,2017,5,14,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,30.0,Military Weaponry,M60 Tank,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
174730,201705140010,2017,5,14,0,60,Egypt,10,Middle East & North Africa,North Sinai,Al-Kharouba,31.163713,33.955925,1.0,0,1,1,0,1.0,1.0,1,0,3,Bombing/Explosion,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,0.0,1,0.0,START Primary Collection,0,0,0,0
174746,201705140043,2017,5,14,0,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,31.212225,34.117065000000004,1.0,0,1,1,0,1.0,0.0,1,0,9,Unknown,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,60.0,Egypt,Unknown,0.0,0,13,Unknown,2.0,0,0.0,START Primary Collection,-9,-9,0,-9
175017,201705200027,2017,5,20,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilian,60.0,Egypt,Unknown,0.0,0,9,Melee,1.0,0,1.0,START Primary Collection,-9,-9,0,-9
175018,201705200028,2017,5,20,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilian,60.0,Egypt,Unknown,0.0,0,9,Melee,1.0,0,1.0,START Primary Collection,-9,-9,0,-9
175209,201705250005,2017,5,25,0,60,Egypt,10,Middle East & North Africa,North Sinai,Rafah,31.250196000000003,34.241279999999996,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Vehicle,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,6,Explosives,3.0,1,0.0,START Primary Collection,0,0,0,0
175210,201705250006,2017,5,25,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Officer,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
175234,201705260004,2017,5,26,0,60,Egypt,10,Middle East & North Africa,Minya,Adwah,28.697896000000004,30.768123,2.0,0,1,1,1,0.0,1.0,1,0,2,Armed Assault,14,Private Citizens & Property,69.0,Religion Identified,Convoy of Coptic Christian Civilians,60.0,Egypt,Islamic State in Egypt,0.0,0,5,Firearms,30.0,1,0.0,START Primary Collection,0,1,1,1
175248,201705260022,2017,5,26,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.087219,30.76186,1.0,0,1,1,1,0.0,1.0,1,0,4,Hijacking,14,Private Citizens & Property,73.0,Vehicles/Transportation,Vehicle,60.0,Egypt,Islamic State in Egypt,0.0,0,13,Unknown,,1,1.0,START Primary Collection,0,0,0,0
175606,201706060029,2017,6,6,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Personnel,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,2.0,0,0.0,START Primary Collection,0,0,0,0
175762,201706100025,2017,6,10,0,60,Egypt,10,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Officer,60.0,Egypt,Sinai Province of the Islamic State,0.0,0,5,Firearms,2.0,0,0.0,START Primary Collection,0,0,0,0
175804,201706110007,2017,6,11,0,60,Egypt,10,Middle East & North Africa,Dakahlia,Mansoura,31.021564,31.394668,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Vehicle of Director: Lieutenant Colonel Ahmad Husayn,60.0,Egypt,Unknown,0.0,0,5,Firearms,1.0,0,0.0,START Primary Collection,-9,-9,0,-9
